"","name","lat","lon","time","Rab.Obv","geometry","RabID","MST.time","Hour","DayOfYr","Date"
"832","Jjie8",43.26134099,-116.045658,"2022-08-04T07:20:36Z","Jackrab",c(-116.045658, 43.26134099),832,2022-08-04 01:20:36,1,216,2022-08-04
"833","Jjie81",43.34044696,-116.231836,"2022-08-05T07:55:34Z","Jackrab",c(-116.231836, 43.34044696),833,2022-08-05 01:55:34,1,217,2022-08-05
"834","Jjie82",43.38440803,-116.234477,"2022-08-08T07:35:53Z","Jackrab",c(-116.234477, 43.38440803),834,2022-08-08 01:35:53,1,220,2022-08-08
"835","Jjie9",43.25933302,-116.044216,"2022-08-04T07:21:04Z","Jackrab",c(-116.044216, 43.25933302),835,2022-08-04 01:21:04,1,216,2022-08-04
"836","Jjie91",43.35032503,-116.234432,"2022-08-05T07:57:02Z","Jackrab",c(-116.234432, 43.35032503),836,2022-08-05 01:57:02,1,217,2022-08-05
"837","Jjie92",43.38798299,-116.234469,"2022-08-08T07:36:31Z","Jackrab",c(-116.234469, 43.38798299),837,2022-08-08 01:36:31,1,220,2022-08-08
"838","Junk",43.31468401,-116.133597,"2022-08-02T04:58:53Z","Jackrab",c(-116.133597, 43.31468401),838,2022-08-01 22:58:53,22,213,2022-08-01
"839","Junk1",43.31617196,-116.150318,"2022-08-02T05:11:44Z","Jackrab",c(-116.150318, 43.31617196),839,2022-08-01 23:11:44,23,213,2022-08-01
"840","Junk10",43.31178102,-116.13427,"2022-08-08T06:44:24Z","Jackrab",c(-116.13427, 43.31178102),840,2022-08-08 00:44:24,0,220,2022-08-08
"841","Junk11",43.315344,-116.133447,"2022-08-04T05:41:10Z","Jackrab",c(-116.133447, 43.315344),841,2022-08-03 23:41:10,23,215,2022-08-03
"842","Junk12",43.16919001,-115.975976,"2022-08-05T05:44:13Z","Jackrab",c(-115.975976, 43.16919001),842,2022-08-04 23:44:13,23,216,2022-08-04
"843","Junk13",43.16482999,-116.220221,"2022-08-05T06:41:12Z","Jackrab",c(-116.220221, 43.16482999),843,2022-08-05 00:41:12,0,217,2022-08-05
"844","Junk14",43.31281903,-116.134018,"2022-08-08T06:44:56Z","Jackrab",c(-116.134018, 43.31281903),844,2022-08-08 00:44:56,0,220,2022-08-08
"845","Junk15",43.20051804,-115.995788,"2022-08-09T07:20:53Z","Jackrab",c(-115.995788, 43.20051804),845,2022-08-09 01:20:53,1,221,2022-08-09
"846","Junk2",43.31617196,-116.150318,"2022-08-02T05:18:28Z","Jackrab",c(-116.150318, 43.31617196),846,2022-08-01 23:18:28,23,213,2022-08-01
"847","Junk21",43.16671299,-116.224982,"2022-08-05T06:43:12Z","Jackrab",c(-116.224982, 43.16671299),847,2022-08-05 00:43:12,0,217,2022-08-05
"848","Junk22",43.31468401,-116.133612,"2022-08-08T06:45:59Z","Jackrab",c(-116.133612, 43.31468401),848,2022-08-08 00:45:59,0,220,2022-08-08
"849","Junk3",43.34598203,-116.145594,"2022-08-04T05:19:32Z","Jackrab",c(-116.145594, 43.34598203),849,2022-08-03 23:19:32,23,215,2022-08-03
"850","Junk31",43.16906897,-116.232244,"2022-08-05T06:45:41Z","Jackrab",c(-116.232244, 43.16906897),850,2022-08-05 00:45:41,0,217,2022-08-05
"851","Junk32",43.32717597,-116.13085,"2022-08-08T06:52:19Z","Jackrab",c(-116.13085, 43.32717597),851,2022-08-08 00:52:19,0,220,2022-08-08
"852","Junk4",43.29677003,-116.236006,"2022-08-04T06:51:14Z","Jackrab",c(-116.236006, 43.29677003),852,2022-08-04 00:51:14,0,216,2022-08-04
"853","Junk41",43.17371598,-116.24243,"2022-08-05T06:50:03Z","Jackrab",c(-116.24243, 43.17371598),853,2022-08-05 00:50:03,0,217,2022-08-05
"854","Junk42",43.33003898,-116.130129,"2022-08-08T06:53:44Z","Jackrab",c(-116.130129, 43.33003898),854,2022-08-08 00:53:44,0,220,2022-08-08
"855","Junk5",43.21177896,-116.274202,"2022-08-05T07:13:53Z","Jackrab",c(-116.274202, 43.21177896),855,2022-08-05 01:13:53,1,217,2022-08-05
"856","Junk51",43.33026999,-116.130039,"2022-08-08T06:53:51Z","Jackrab",c(-116.130039, 43.33026999),856,2022-08-08 00:53:51,0,220,2022-08-08
"857","Junk6",43.164328,-116.218973,"2022-08-05T06:40:46Z","Jackrab",c(-116.218973, 43.164328),857,2022-08-05 00:40:46,0,217,2022-08-05
"858","Junk61",43.17538097,-116.248736,"2022-08-09T05:49:18Z","Jackrab",c(-116.248736, 43.17538097),858,2022-08-08 23:49:18,23,220,2022-08-08
"859","Junk7",43.17445602,-116.245032,"2022-08-09T05:50:38Z","Jackrab",c(-116.245032, 43.17445602),859,2022-08-08 23:50:38,23,220,2022-08-08
"860","Junk8",43.17413399,-116.244237,"2022-08-09T05:50:59Z","Jackrab",c(-116.244237, 43.17413399),860,2022-08-08 23:50:59,23,220,2022-08-08
"861","Junk9",43.171101,-116.236465,"2022-08-09T05:54:15Z","Jackrab",c(-116.236465, 43.171101),861,2022-08-08 23:54:15,23,220,2022-08-08
"862","Junki",43.31617196,-116.150318,"2022-08-02T05:24:38Z","Jackrab",c(-116.150318, 43.31617196),862,2022-08-01 23:24:38,23,213,2022-08-01
"863","Junki1",43.31617196,-116.150318,"2022-08-02T07:55:09Z","Jackrab",c(-116.150318, 43.31617196),863,2022-08-02 01:55:09,1,214,2022-08-02
"864","Junki11",43.31292397,-116.147422,"2022-08-04T05:52:17Z","Jackrab",c(-116.147422, 43.31292397),864,2022-08-03 23:52:17,23,215,2022-08-03
"865","Junki12",43.33779098,-116.221653,"2022-08-04T06:01:14Z","Jackrab",c(-116.221653, 43.33779098),865,2022-08-04 00:01:14,0,216,2022-08-04
"866","Junki13",43.18061203,-116.172831,"2022-08-05T06:21:56Z","Jackrab",c(-116.172831, 43.18061203),866,2022-08-05 00:21:56,0,217,2022-08-05
"867","Junki14",43.30460301,-116.13732,"2022-08-08T06:37:23Z","Jackrab",c(-116.13732, 43.30460301),867,2022-08-08 00:37:23,0,220,2022-08-08
"868","Junki15",43.165823,-116.164065,"2022-08-09T06:17:33Z","Jackrab",c(-116.164065, 43.165823),868,2022-08-09 00:17:33,0,221,2022-08-09
"869","Junki2",43.31660698,-116.151076,"2022-08-04T05:53:13Z","Jackrab",c(-116.151076, 43.31660698),869,2022-08-03 23:53:13,23,215,2022-08-03
"870","Junki21",43.33860696,-116.223557,"2022-08-04T06:01:28Z","Jackrab",c(-116.223557, 43.33860696),870,2022-08-04 00:01:28,0,216,2022-08-04
"871","Junki22",43.17650003,-116.185821,"2022-08-05T06:27:58Z","Jackrab",c(-116.185821, 43.17650003),871,2022-08-05 00:27:58,0,217,2022-08-05
"872","Junki23",43.18550798,-116.009404,"2022-08-09T06:41:45Z","Jackrab",c(-116.009404, 43.18550798),872,2022-08-09 00:41:45,0,221,2022-08-09
"873","Junki3",43.32030701,-116.154836,"2022-08-04T05:53:54Z","Jackrab",c(-116.154836, 43.32030701),873,2022-08-03 23:53:54,23,215,2022-08-03
"874","Junki31",43.33928699,-116.225385,"2022-08-04T06:01:40Z","Jackrab",c(-116.225385, 43.33928699),874,2022-08-04 00:01:40,0,216,2022-08-04
"875","Junki32",43.17455904,-116.189577,"2022-08-05T06:28:47Z","Jackrab",c(-116.189577, 43.17455904),875,2022-08-05 00:28:47,0,217,2022-08-05
"876","Junki4",43.387667,-116.232372,"2022-08-04T04:54:54Z","Jackrab",c(-116.232372, 43.387667),876,2022-08-03 22:54:54,22,215,2022-08-03
"877","Junki41",43.32510103,-116.239062,"2022-08-04T06:05:39Z","Jackrab",c(-116.239062, 43.32510103),877,2022-08-04 00:05:39,0,216,2022-08-04
"878","Junki42",43.17471201,-116.190974,"2022-08-05T06:29:36Z","Jackrab",c(-116.190974, 43.17471201),878,2022-08-05 00:29:36,0,217,2022-08-05
"879","Junki5",43.18599103,-116.010607,"2022-08-05T05:54:57Z","Jackrab",c(-116.010607, 43.18599103),879,2022-08-04 23:54:57,23,216,2022-08-04
"880","Junki51",43.17471201,-116.190974,"2022-08-05T06:30:33Z","Jackrab",c(-116.190974, 43.17471201),880,2022-08-05 00:30:33,0,217,2022-08-05
"881","Junki6",43.33730903,-116.220562,"2022-08-04T06:01:05Z","Jackrab",c(-116.220562, 43.33730903),881,2022-08-04 00:01:05,0,216,2022-08-04
"882","Junki61",43.17471201,-116.190974,"2022-08-05T06:31:10Z","Jackrab",c(-116.190974, 43.17471201),882,2022-08-05 00:31:10,0,217,2022-08-05
"883","Junki7",43.155483,-116.000957,"2022-08-05T06:00:24Z","Jackrab",c(-116.000957, 43.155483),883,2022-08-05 00:00:24,0,217,2022-08-05
"884","Junki8",43.33702597,-116.217644,"2022-08-08T06:25:13Z","Jackrab",c(-116.217644, 43.33702597),884,2022-08-08 00:25:13,0,220,2022-08-08
"885","Junki9",43.166571,-116.164149,"2022-08-09T06:17:24Z","Jackrab",c(-116.164149, 43.166571),885,2022-08-09 00:17:24,0,221,2022-08-09
"886","Junkib",43.36394202,-116.23442,"2022-08-04T04:48:59Z","Jackrab",c(-116.23442, 43.36394202),886,2022-08-03 22:48:59,22,215,2022-08-03
"887","Junkib1",43.35730498,-116.23436,"2022-08-04T04:50:09Z","Jackrab",c(-116.23436, 43.35730498),887,2022-08-03 22:50:09,22,215,2022-08-03
"888","Junkib10",43.27958403,-116.132241,"2022-08-08T05:24:30Z","Jackrab",c(-116.132241, 43.27958403),888,2022-08-07 23:24:30,23,219,2022-08-07
"889","Junkib11",43.27825399,-116.171356,"2022-08-08T05:29:00Z","Jackrab",c(-116.171356, 43.27825399),889,2022-08-07 23:29:00,23,219,2022-08-07
"890","Junkib12",43.27826698,-116.172179,"2022-08-08T05:29:11Z","Jackrab",c(-116.172179, 43.27826698),890,2022-08-07 23:29:11,23,219,2022-08-07
"891","Junkib13",43.27846798,-116.176016,"2022-08-08T05:30:00Z","Jackrab",c(-116.176016, 43.27846798),891,2022-08-07 23:30:00,23,219,2022-08-07
"892","Junkib14",43.29292702,-116.201011,"2022-08-08T05:33:13Z","Jackrab",c(-116.201011, 43.29292702),892,2022-08-07 23:33:13,23,219,2022-08-07
"893","Junkib15",43.20938098,-116.001527,"2022-08-08T04:54:27Z","Jackrab",c(-116.001527, 43.20938098),893,2022-08-07 22:54:27,22,219,2022-08-07
"894","Junkib16",43.26745399,-116.048205,"2022-08-08T05:11:14Z","Jackrab",c(-116.048205, 43.26745399),894,2022-08-07 23:11:14,23,219,2022-08-07
"895","Junkib17",43.400784,-116.234375,"2022-08-09T04:34:23Z","Jackrab",c(-116.234375, 43.400784),895,2022-08-08 22:34:23,22,220,2022-08-08
"896","Junkib18",43.36141798,-116.23443,"2022-08-09T04:40:32Z","Jackrab",c(-116.23443, 43.36141798),896,2022-08-08 22:40:32,22,220,2022-08-08
"897","Junkib2",43.387667,-116.232372,"2022-08-04T04:52:29Z","Jackrab",c(-116.232372, 43.387667),897,2022-08-03 22:52:29,22,215,2022-08-03
"898","Junkib21",43.26779597,-116.048656,"2022-08-08T05:11:23Z","Jackrab",c(-116.048656, 43.26779597),898,2022-08-07 23:11:23,23,219,2022-08-07
"899","Junkib22",43.35711898,-116.234369,"2022-08-09T04:41:23Z","Jackrab",c(-116.234369, 43.35711898),899,2022-08-08 22:41:23,22,220,2022-08-08
"900","Junkib3",43.387667,-116.232372,"2022-08-04T04:54:11Z","Jackrab",c(-116.232372, 43.387667),900,2022-08-03 22:54:11,22,215,2022-08-03
"901","Junkib31",43.26909198,-116.050266,"2022-08-08T05:11:52Z","Jackrab",c(-116.050266, 43.26909198),901,2022-08-07 23:11:52,23,219,2022-08-07
"902","Junkib32",43.32957203,-116.222637,"2022-08-09T04:45:46Z","Jackrab",c(-116.222637, 43.32957203),902,2022-08-08 22:45:46,22,220,2022-08-08
"903","Junkib4",43.21446402,-115.993257,"2022-08-05T05:00:50Z","Jackrab",c(-115.993257, 43.21446402),903,2022-08-04 23:00:50,23,216,2022-08-04
"904","Junkib41",43.27902898,-116.084975,"2022-08-08T05:18:15Z","Jackrab",c(-116.084975, 43.27902898),904,2022-08-07 23:18:15,23,219,2022-08-07
"905","Junkib42",43.32880802,-116.221674,"2022-08-09T04:45:57Z","Jackrab",c(-116.221674, 43.32880802),905,2022-08-08 22:45:57,22,220,2022-08-08
"906","Junkib5",43.27941002,-116.085885,"2022-08-08T05:18:28Z","Jackrab",c(-116.085885, 43.27941002),906,2022-08-07 23:18:28,23,219,2022-08-07
"907","Junkib51",43.27282998,-116.204354,"2022-08-09T04:59:22Z","Jackrab",c(-116.204354, 43.27282998),907,2022-08-08 22:59:22,22,220,2022-08-08
"908","Junkib6",43.28099202,-116.088985,"2022-08-08T05:19:15Z","Jackrab",c(-116.088985, 43.28099202),908,2022-08-07 23:19:15,23,219,2022-08-07
"909","Junkib61",43.257648,-116.205153,"2022-08-09T05:01:35Z","Jackrab",c(-116.205153, 43.257648),909,2022-08-08 23:01:35,23,220,2022-08-08
"910","Junkib7",43.28132202,-116.089491,"2022-08-08T05:19:26Z","Jackrab",c(-116.089491, 43.28132202),910,2022-08-07 23:19:26,23,219,2022-08-07
"911","Junkib71",43.22741699,-116.233182,"2022-08-09T05:14:41Z","Jackrab",c(-116.233182, 43.22741699),911,2022-08-08 23:14:41,23,220,2022-08-08
"912","Junkib8",43.28063102,-116.123108,"2022-08-08T05:23:27Z","Jackrab",c(-116.123108, 43.28063102),912,2022-08-07 23:23:27,23,219,2022-08-07
"913","Junkib81",43.22133098,-116.248354,"2022-08-09T05:17:10Z","Jackrab",c(-116.248354, 43.22133098),913,2022-08-08 23:17:10,23,220,2022-08-08
"914","Junkib9",43.27969702,-116.131235,"2022-08-08T05:24:19Z","Jackrab",c(-116.131235, 43.27969702),914,2022-08-07 23:24:19,23,219,2022-08-07
"915","Junkie",43.31523696,-116.151603,"2022-08-02T09:06:05Z","Jackrab",c(-116.151603, 43.31523696),915,2022-08-02 03:06:05,3,214,2022-08-02
"916","Junkie1",43.28110099,-116.184365,"2022-08-04T07:01:59Z","Jackrab",c(-116.184365, 43.28110099),916,2022-08-04 01:01:59,1,216,2022-08-04
"917","Junkie10",43.273582,-116.072043,"2022-08-04T07:15:29Z","Jackrab",c(-116.072043, 43.273582),917,2022-08-04 01:15:29,1,216,2022-08-04
"918","Junkie101",43.371992,-116.234409,"2022-08-05T08:01:55Z","Jackrab",c(-116.234409, 43.371992),918,2022-08-05 02:01:55,2,217,2022-08-05
"919","Junkie11",43.27338201,-116.071115,"2022-08-04T07:15:41Z","Jackrab",c(-116.071115, 43.27338201),919,2022-08-04 01:15:41,1,216,2022-08-04
"920","Junkie110",43.22190396,-116.247593,"2022-08-05T07:24:20Z","Jackrab",c(-116.247593, 43.22190396),920,2022-08-05 01:24:20,1,217,2022-08-05
"921","Junkie111",43.38173797,-116.23446,"2022-08-05T08:03:13Z","Jackrab",c(-116.23446, 43.38173797),921,2022-08-05 02:03:13,2,217,2022-08-05
"922","Junkie112",43.35438799,-116.23443,"2022-08-08T07:30:10Z","Jackrab",c(-116.23443, 43.35438799),922,2022-08-08 01:30:10,1,220,2022-08-08
"923","Junkie12",43.27321798,-116.070053,"2022-08-04T07:15:52Z","Jackrab",c(-116.070053, 43.27321798),923,2022-08-04 01:15:52,1,216,2022-08-04
"924","Junkie121",43.38459201,-116.234457,"2022-08-05T08:03:40Z","Jackrab",c(-116.234457, 43.38459201),924,2022-08-05 02:03:40,2,217,2022-08-05
"925","Junkie13",43.27331697,-116.067264,"2022-08-04T07:16:31Z","Jackrab",c(-116.067264, 43.27331697),925,2022-08-04 01:16:31,1,216,2022-08-04
"926","Junkie14",43.27436998,-116.064335,"2022-08-04T07:17:09Z","Jackrab",c(-116.064335, 43.27436998),926,2022-08-04 01:17:09,1,216,2022-08-04
"927","Junkie15",43.27344404,-116.059728,"2022-08-04T07:17:46Z","Jackrab",c(-116.059728, 43.27344404),927,2022-08-04 01:17:46,1,216,2022-08-04
"928","Junkie16",43.25801396,-116.042149,"2022-08-04T07:21:34Z","Jackrab",c(-116.042149, 43.25801396),928,2022-08-04 01:21:34,1,216,2022-08-04
"929","Junkie17",43.25732798,-116.041045,"2022-08-04T07:21:46Z","Jackrab",c(-116.041045, 43.25732798),929,2022-08-04 01:21:46,1,216,2022-08-04
"930","Junkie18",43.21478899,-115.979962,"2022-08-04T07:37:03Z","Jackrab",c(-115.979962, 43.21478899),930,2022-08-04 01:37:03,1,216,2022-08-04
"931","Junkie19",43.21489803,-115.971145,"2022-08-04T07:38:24Z","Jackrab",c(-115.971145, 43.21489803),931,2022-08-04 01:38:24,1,216,2022-08-04
"932","Junkie2",43.278313,-116.174977,"2022-08-04T07:03:03Z","Jackrab",c(-116.174977, 43.278313),932,2022-08-04 01:03:03,1,216,2022-08-04
"933","Junkie20",43.28185997,-116.185898,"2022-08-04T07:01:44Z","Jackrab",c(-116.185898, 43.28185997),933,2022-08-04 01:01:44,1,216,2022-08-04
"934","Junkie21",43.22111296,-116.248579,"2022-08-05T07:23:57Z","Jackrab",c(-116.248579, 43.22111296),934,2022-08-05 01:23:57,1,217,2022-08-05
"935","Junkie22",43.30744699,-116.213611,"2022-08-05T07:47:00Z","Jackrab",c(-116.213611, 43.30744699),935,2022-08-05 01:47:00,1,217,2022-08-05
"936","Junkie23",43.35276903,-116.234434,"2022-08-08T07:29:46Z","Jackrab",c(-116.234434, 43.35276903),936,2022-08-08 01:29:46,1,220,2022-08-08
"937","Junkie24",43.35654197,-116.234391,"2022-08-08T07:30:38Z","Jackrab",c(-116.234391, 43.35654197),937,2022-08-08 01:30:38,1,220,2022-08-08
"938","Junkie25",43.35865798,-116.23437,"2022-08-12T07:32:34Z","Jackrab",c(-116.23437, 43.35865798),938,2022-08-12 01:32:34,1,224,2022-08-12
"939","Junkie3",43.27860201,-116.158162,"2022-08-04T07:04:47Z","Jackrab",c(-116.158162, 43.27860201),939,2022-08-04 01:04:47,1,216,2022-08-04
"940","Junkie31",43.32353496,-116.217094,"2022-08-05T07:52:06Z","Jackrab",c(-116.217094, 43.32353496),940,2022-08-05 01:52:06,1,217,2022-08-05
"941","Junkie32",43.36880503,-116.234441,"2022-08-08T07:33:01Z","Jackrab",c(-116.234441, 43.36880503),941,2022-08-08 01:33:01,1,220,2022-08-08
"942","Junkie4",43.27839003,-116.144576,"2022-08-04T07:06:20Z","Jackrab",c(-116.144576, 43.27839003),942,2022-08-04 01:06:20,1,216,2022-08-04
"943","Junkie41",43.33067701,-116.223835,"2022-08-05T07:53:31Z","Jackrab",c(-116.223835, 43.33067701),943,2022-08-05 01:53:31,1,217,2022-08-05
"944","Junkie42",43.37057898,-116.234436,"2022-08-08T07:33:28Z","Jackrab",c(-116.234436, 43.37057898),944,2022-08-08 01:33:28,1,220,2022-08-08
"945","Junkie5",43.27927499,-116.134394,"2022-08-04T07:07:51Z","Jackrab",c(-116.134394, 43.27927499),945,2022-08-04 01:07:51,1,216,2022-08-04
"946","Junkie51",43.33188904,-116.22488,"2022-08-05T07:53:42Z","Jackrab",c(-116.22488, 43.33188904),946,2022-08-05 01:53:42,1,217,2022-08-05
"947","Junkie52",43.37156201,-116.234435,"2022-08-08T07:33:42Z","Jackrab",c(-116.234435, 43.37156201),947,2022-08-08 01:33:42,1,220,2022-08-08
"948","Junkie6",43.28139503,-116.115974,"2022-08-04T07:09:48Z","Jackrab",c(-116.115974, 43.28139503),948,2022-08-04 01:09:48,1,216,2022-08-04
"949","Junkie61",43.33247401,-116.225348,"2022-08-05T07:53:54Z","Jackrab",c(-116.225348, 43.33247401),949,2022-08-05 01:53:54,1,217,2022-08-05
"950","Junkie62",43.381815,-116.234493,"2022-08-08T07:35:12Z","Jackrab",c(-116.234493, 43.381815),950,2022-08-08 01:35:12,1,220,2022-08-08
"951","Junkie7",43.28188696,-116.111178,"2022-08-04T07:10:13Z","Jackrab",c(-116.111178, 43.28188696),951,2022-08-04 01:10:13,1,216,2022-08-04
"952","Junkie71",43.35187099,-116.234427,"2022-08-05T07:57:32Z","Jackrab",c(-116.234427, 43.35187099),952,2022-08-05 01:57:32,1,217,2022-08-05
"953","Junkie72",43.38291203,-116.234488,"2022-08-08T07:35:24Z","Jackrab",c(-116.234488, 43.38291203),953,2022-08-08 01:35:24,1,220,2022-08-08
"954","Junkie8",43.27625399,-116.080205,"2022-08-04T07:14:13Z","Jackrab",c(-116.080205, 43.27625399),954,2022-08-04 01:14:13,1,216,2022-08-04
"955","Junkie81",43.35238497,-116.234419,"2022-08-05T07:57:43Z","Jackrab",c(-116.234419, 43.35238497),955,2022-08-05 01:57:43,1,217,2022-08-05
"956","Junkie82",43.38482302,-116.234474,"2022-08-08T07:36:00Z","Jackrab",c(-116.234474, 43.38482302),956,2022-08-08 01:36:00,1,220,2022-08-08
"957","Junkie9",43.27506702,-116.078521,"2022-08-04T07:14:29Z","Jackrab",c(-116.078521, 43.27506702),957,2022-08-04 01:14:29,1,216,2022-08-04
"958","Junkie91",43.35925,-116.234395,"2022-08-05T07:59:38Z","Jackrab",c(-116.234395, 43.35925),958,2022-08-05 01:59:38,1,217,2022-08-05
"959","Junkie92",43.40307302,-116.23439,"2022-08-08T07:39:01Z","Jackrab",c(-116.23439, 43.40307302),959,2022-08-08 01:39:01,1,220,2022-08-08
"960","Junkni",43.33699998,-116.21723,"2022-08-02T04:03:04Z","Jackrab",c(-116.21723, 43.33699998),960,2022-08-01 22:03:04,22,213,2022-08-01
